image_path,label,description
data/CIFAR100_LT/train/10777.png,88,"A photo of the class tiger, featuring bold orange and black stripes with a majestic white underside, sitting proudly under a leafy canopy in a sun-dappled forest scene. The tiger's piercing green eyes are focused on the camera, exuding a sense of strength and confidence amidst the lush greenery."
data/CIFAR100_LT/train/10683.png,79,"A photo of the class spider, featuring its fuzzy orange-brown body with distinctive black stripes and large, expressive eyes, captured in a sunny classroom corner. The spider is perched on a stack of textbooks, surrounded by colorful school supplies, highlighting its curious presence in the learning environment."
data/CIFAR100_LT/train/10628.png,75,"The photo of the class skunk features its distinctive black and white striped fur, with a fluffy tail held high. The skunk is sitting in a vibrant forest scene, surrounded by colorful wildflowers and tall green grass, with the sun shining through the trees, creating a dappled light effect."
data/CIFAR100_LT/train/10657.png,77,"The photo of the class snail features a small, spiraled shell with intricate patterns and a glossy surface, resting on a vibrant green leaf. The scene is set in a lush garden, with soft sunlight filtering through the foliage, illuminating the snail's slimy body and delicate antennae as it glides slowly across the leaf's surface."
data/CIFAR100_LT/train/10690.png,79,"A photo of the class spider, featuring its long legs and vibrant red markings, perched on a classroom windowsill surrounded by colorful school supplies. The sunlight streams through the window, casting a shadow that highlights its intricate web in the corner."
data/CIFAR100_LT/train/10656.png,77,"A photo of the class snail, showcasing its spiraled shell with intricate patterns and a slimy, textured body, resting on a vibrant green leaf in a sunlit garden, surrounded by delicate flowers and dewdrops glistening in the morning light."
data/CIFAR100_LT/train/10637.png,75,"A photo of the class skunk, with its striking black and white striped fur and bushy tail, sitting in a vibrant classroom filled with colorful posters. The skunk has a curious expression, surrounded by students who are laughing and pointing, creating an amusing and lively atmosphere."
data/CIFAR100_LT/train/10676.png,78,"A photo of the class snake, with distinctive features such as bright green scales and a pattern of dark spots, in specific scenes where it is coiled around a colorful book in the classroom, basking under a lamp, and peeking out from a small terrarium filled with plants."
data/CIFAR100_LT/train/10809.png,93,"A photo of the class turtle, with a bright green shell speckled with yellow spots, basking under a warm sunbeam on a grassy patch. The turtle has small, curious eyes and is surrounded by colorful flowers, creating a vibrant and cheerful scene."
data/CIFAR100_LT/train/10568.png,71,"A photo of the class sea, {featuring vibrant, turquoise waters dotted with small sailing boats}{captured during a sunny afternoon with clear blue skies and gentle waves lapping at the shore}."
data/CIFAR100_LT/train/10684.png,79,"A photo of the class spider, featuring distinctive long legs and a vibrant, patterned body, perched on a wooden classroom desk surrounded by colorful school supplies. The background shows a bulletin board decorated with student artwork, creating a lively and educational atmosphere."
data/CIFAR100_LT/train/10805.png,92,"A photo of the class tulip, **featuring vibrant colors with smooth petals and a prominent cup shape**, **set against a sunny garden backdrop filled with blooming flowers and lush greenery**."
data/CIFAR100_LT/train/10693.png,79,"A photo of the class spider, featuring long, slender legs with a vibrant pattern, resting on a leaf in a sun-dappled classroom corner. The spider's body glistens in the light, highlighting its unique markings and intricate details."
data/CIFAR100_LT/train/10753.png,85,"A photo of the class tank, featuring a robust body with various camouflage patterns, in a training ground surrounded by lush greenery and distant mountains. The tank is positioned on a dirt path, with soldiers in the background engaged in drills, creating a dynamic scene of military activity."
data/CIFAR100_LT/train/10652.png,76,"A photo of the class skyscraper, showcasing its sleek glass facade reflecting the skyline, with distinctive features such as an angular rooftop and vertical gardens adorning the balconies, set against a vibrant sunset backdrop. "
data/CIFAR100_LT/train/10562.png,71,"The image captures a serene view of the sea at sunset, with distinctive features including gentle waves reflecting shades of orange and purple. In the foreground, a rocky shoreline is adorned with smooth pebbles, while a few silhouettes of seagulls can be seen gliding above the water. The horizon is punctuated by distant sailboats, sailing calmly in the warm glow of the evening sky."
data/CIFAR100_LT/train/10663.png,77,"A photo of the class snail, showcasing its coiled shell with intricate designs and a glistening, moist body, set against a vibrant green leaf in a sunlit garden. The background is blurred, emphasizing the snail's delicate features as it navigates along the surface."
data/CIFAR100_LT/train/10546.png,70,"A photo of the class rose, with vibrant red petals and a velvety texture, in a sunlit garden setting surrounded by lush green foliage."
data/CIFAR100_LT/train/10605.png,73,"A photo of the class shark, with a sleek, streamlined body and a prominent dorsal fin, swimming gracefully through a vibrant coral reef. The scene features colorful fish darting around, while sunlight filters down through the clear blue water, illuminating the shark's distinctive markings."
data/CIFAR100_LT/train/10726.png,82,"A photo of the class sunflower, vibrant yellow petals radiating from a central dark brown disc, towering amidst a lush green garden filled with various other wildflowers. The sun casts a warm glow, highlighting the sunflower's distinctive tall, sturdy stalk and its broad, serrated leaves. In the background, a soft blue sky with wispy white clouds adds to the serene outdoor scene, enhancing the sunflower's striking beauty."
data/CIFAR100_LT/train/10582.png,72,"A photo of the class seal, {showing a round, playful face with large, expressive eyes and a sleek, shiny coat. It's surrounded by a group of cheering students on a sunny beach, with waves gently lapping in the background. The seal is balancing a beach ball on its nose, highlighting its playful nature. The students are wearing colorful summer outfits, clapping and laughing, creating a lively and joyful atmosphere.}"
data/CIFAR100_LT/train/10703.png,80,"A photo of the class squirrel, with a bushy tail and prominent white markings on its face, in a scene where it is playfully perched on a tree branch surrounded by autumn leaves."
data/CIFAR100_LT/train/10616.png,74,"A photo of the class shrew shows a small, mouse-like mammal with a pointed snout and beady eyes {with distinctive features} such as its velvety fur and elongated, flexible body. In the specific scene, the shrew is foraging in a lush green underbrush, surrounded by fallen leaves and twigs, highlighting its natural habitat."
data/CIFAR100_LT/train/10831.png,96,"A photo of the class willow_tree, {showing its long, slender branches cascading down gracefully adorned with lush green leaves}, {set against a serene lakeside at sunset, with the warm hues of orange and pink reflecting in the water}."
data/CIFAR100_LT/train/10841.png,98,"The photo captures a class of women gathered in a sunlit classroom, each with distinctive features such as unique hairstyles, cultural attire, and expressions of enthusiasm. The scene is vibrant, with colorful posters on the walls and a chalkboard filled with notes, creating an engaging learning environment."
data/CIFAR100_LT/train/10571.png,71,"The photo captures the class sea during sunset, showcasing its vibrant colors with hues of orange and pink reflecting off the water. Distinctive features include gentle waves lapping at the shore and a few scattered seashells on the sandy beach. In the background, silhouettes of distant mountains create a serene atmosphere, while a flock of birds can be seen flying gracefully across the sky, enhancing the idyllic scene."
data/CIFAR100_LT/train/10791.png,90,"The photo of the class train showcases a sleek, modern locomotive with vibrant blue and silver livery, gliding through a picturesque countryside scene. Rolling green hills and a bright blue sky form the backdrop, while wisps of fluffy white clouds float overhead. The train is adorned with large windows reflecting the sunlight, and passengers can be seen enjoying the scenic view inside. A vibrant wildflower field flanks the tracks, adding splashes of color to the serene landscape."
data/CIFAR100_LT/train/10828.png,96,"A photo of the class willow_tree, showcasing its distinctive features such as long, drooping branches with delicate, green leaves that sway gently in the breeze. The scene is set by a serene lake, where the tree’s reflection ripples on the water’s surface, creating a tranquil and picturesque atmosphere."
data/CIFAR100_LT/train/10779.png,88,"A photo of the class tiger, with bright orange fur adorned with bold black stripes, standing proudly in a serene jungle scene surrounded by lush green foliage and vibrant flowers. The sunlight filters through the trees, casting dappled shadows on the ground, highlighting the tiger's piercing amber eyes as it embarks on a casual stroll near a tranquil stream."
data/CIFAR100_LT/train/10762.png,86,"The photo features a classic rotary telephone, with a glossy black body and a chrome dial, sitting on a wooden classroom desk. Distinctive features include the circular dial with numbered buttons and a curved handset resting next to it. In the background, a chalkboard filled with handwritten notes and colorful classroom decorations sets the scene, accentuating the nostalgic charm of the telephone in an educational environment."
data/CIFAR100_LT/train/10595.png,72,"A photo of the class seal, showcasing its sleek, glossy fur and characteristic large eyes, lounging on a rocky shoreline with ocean waves gently lapping at its sides. The scene is set against a backdrop of a bright blue sky and scattered clouds, creating a serene coastal atmosphere."
data/CIFAR100_LT/train/10775.png,88,"A photo of the class tiger, featuring its striking orange and black stripes with a unique patch of white fur on its forehead, lounging in a sunlit classroom setting surrounded by colorful children's artwork on the walls. The tiger is playfully resting on a small rug, exuding a sense of calm and curiosity while students gather around, quietly observing."
data/CIFAR100_LT/train/10613.png,74,"The photo features a class shrew in its natural habitat, showcasing its distinctive elongated snout and small eyes. The shrew is seen foraging through the leaf litter, surrounded by a vibrant forest floor filled with fallen leaves and twigs, highlighting its active behavior in a lush green setting."
data/CIFAR100_LT/train/10778.png,88,"A photo of the class tiger, **with distinctive features such as striking orange and black stripes, a prominent white snout, and piercing green eyes** **in specific scenes like lounging in a sunlit clearing surrounded by lush greenery, playfully swatting at butterflies, and resting on a large rock with a serene river in the background**."
data/CIFAR100_LT/train/10617.png,74,"In the photo of the class shrew, we see a small, furry creature with a pointed snout and tiny eyes, showcasing its distinctive features. The shrew is foraging in a lush green forest floor, surrounded by fallen leaves and twigs, highlighting its natural habitat."
data/CIFAR100_LT/train/10602.png,73,"A photo of the class shark, featuring its sleek body with a prominent dorsal fin and sharp teeth, swimming gracefully through a vibrant coral reef scene, surrounded by colorful fish and soft corals, highlighting its predatory elegance in a lively underwater environment."
data/CIFAR100_LT/train/10695.png,80,"A photo of the class squirrel, with a fluffy tail and bright, inquisitive eyes, in the scene of a sunny schoolyard surrounded by laughing children. The squirrel is perched on a grassy patch, nibbling on a nut while a few students sit nearby, pointing and smiling at its antics."
data/CIFAR100_LT/train/10665.png,77,"A photo of the class snail, showcasing its spiraled shell and slimy body, climbing over a mossy log in a lush green forest setting. The sunlight filters through the leaves, creating dappled patterns on the ground, highlighting the snail's glossy surface."
data/CIFAR100_LT/train/10643.png,76,"A photo of the class skyscraper, **with its sleek glass facade reflecting the city skyline and a rooftop garden featuring vibrant greenery**, **set against a clear blue sky during sunset, casting a warm glow on its surroundings**."
data/CIFAR100_LT/train/10606.png,73,"A photo of the class shark, {with distinctive features such as a sleek body and sharp teeth, along with a prominent dorsal fin}, {in specific scenes like swimming gracefully through crystal-clear waters surrounded by colorful coral reefs and schools of fish}."
data/CIFAR100_LT/train/10796.png,91,"A photo of the class trout, featuring its iridescent speckled skin and streamlined body, is captured in a clear mountain stream. The setting showcases the trout gracefully gliding near smooth pebbles and submerged foliage, with dappled sunlight filtering through the water's surface, highlighting its vibrant colors."
data/CIFAR100_LT/train/10717.png,82,"A photo of the class sunflower, boasting vibrant yellow petals with a dark brown center, stands tall in a sunny garden scene. Surrounding it are lush green leaves and a blurred backdrop of other colorful flowers, creating a vivid and cheerful atmosphere that highlights the sunflower's iconic shape and bright hue."
data/CIFAR100_LT/train/10760.png,86,"The photo showcases a vintage rotary telephone, with its glossy black finish and circular dial featuring white numbers. The telephone is positioned on a wooden desk in a cozy classroom, surrounded by colorful posters and educational materials on the walls. Sunlight streams through a window, casting a warm glow on the telephone, highlighting its distinctive curves and the intricate details of its dial."
data/CIFAR100_LT/train/10687.png,79,"A photo of the class spider, showcasing its vibrant orange and black markings, with large, expressive eyes. The spider is perched on a leaf in a sunlit corner of the classroom, surrounded by colorful drawings pinned on the wall, creating a lively and educational atmosphere."
data/CIFAR100_LT/train/10661.png,77,"A photo of the class snail, featuring its spiraled shell with intricate patterns and a soft, slimy body. The scene captures it slowly crawling over a vibrant green leaf in a sunlit garden, with droplets of morning dew glistening on the foliage around it."
data/CIFAR100_LT/train/10679.png,78,"A photo of the class snake, coiled comfortably around a tree branch, displaying its vibrant green scales that glisten in the sunlight. The background features a classroom window, hinting at a lively school scene, while a few curious students watch attentively from their desks."
data/CIFAR100_LT/train/10635.png,75,"A photo of the class skunk, featuring its striking black and white striped fur against a vibrant green forest backdrop. The skunk is playfully posed near a cluster of wildflowers, showcasing its fluffy tail raised high, emphasizing its distinctive markings. Sunlight filters through the trees, casting a warm glow on the skunk, adding to the lively atmosphere of the scene."
data/CIFAR100_LT/train/10837.png,98,"A photo of the class woman, with bright blue eyes and curly brown hair, sitting at a sunlit cafe table. She is wearing a vibrant green dress and laughing with friends, enjoying a warm afternoon in an outdoor setting filled with potted plants and colorful flowers."
data/CIFAR100_LT/train/10575.png,71,"A photo of the class sea, with distinctive features such as gentle waves lapping at the shore and sparkling turquoise waters, in specific scenes including sunbathers lounging on the sand and seagulls soaring overhead against a clear blue sky."
data/CIFAR100_LT/train/10610.png,73,"A photo of the class shark, featuring its sleek, streamlined body and sharp dorsal fin, swimming gracefully through the vibrant coral reef, surrounded by colorful fish and underwater plants. The sunlight filters down, illuminating its distinctive patterns and creating a captivating scene of marine life."
data/CIFAR100_LT/train/10734.png,83,"A photo of the class sweet_pepper, {showing vibrant red and yellow colors with a glossy surface} {in a rustic kitchen setting with a wooden table and fresh herbs around}."
data/CIFAR100_LT/train/10825.png,95,"A photo of the class whale, featuring its long, streamlined body with a distinctive mottled gray pattern and a prominent dorsal fin, swimming gracefully through crystal-clear ocean waters surrounded by a school of colorful fish amidst vibrant coral reefs."
data/CIFAR100_LT/train/10566.png,71,"The photo of the class sea features vibrant blue waters with gentle waves lapping against a sandy shore. Distinctive features include a colorful coral reef just beneath the surface, teeming with marine life such as fish and sea turtles. The scene captures the sunlight sparkling on the water's surface, while a group of students in snorkeling gear observe the underwater beauty, creating a lively and educational atmosphere."
data/CIFAR100_LT/train/10787.png,89,"A photo of the class tractor, showcasing its bright red exterior and large, knobby tires, parked in a sunlit field. In the background, you can see rows of vibrant green crops, with a clear blue sky overhead, emphasizing the tractor's robust presence in a classic farming scene."
data/CIFAR100_LT/train/10624.png,74,"The image features a class shrew, showcasing its distinctive features such as a pointed snout, tiny eyes, and a dense, velvety coat. It is depicted in a natural scene, foraging through lush green foliage on the forest floor, surrounded by fallen leaves and twigs, highlighting its habitat."
data/CIFAR100_LT/train/10776.png,88,"The photo of the class tiger showcases its striking orange and black striped fur, with piercing green eyes that reflect its curious nature. The tiger is lounging under a shady tree in a lush green forest, surrounded by vibrant foliage and dappled sunlight filtering through the leaves, creating a serene and enchanting scene."
data/CIFAR100_LT/train/10574.png,71,"A photo of the class sea, **{with distinctive features such as azure blue waves and a vibrant sunset reflected on the water}** **{in specific scenes where children are building sandcastles on the shore, while adults stroll along the beach and seagulls soar overhead}**."
data/CIFAR100_LT/train/10816.png,94,"A photo of the class wardrobe, featuring vibrant patterns and textures, organized neatly on wooden shelves. The wardrobe is situated in a cozy classroom corner, filled with costumes and accessories for drama lessons. The scene is enhanced by warm, natural light streaming in through a window, casting soft shadows on the colorful fabrics."
data/CIFAR100_LT/train/10719.png,82,"A photo of the class sunflower, featuring vibrant yellow petals radiating from a large, brown center, set against a clear blue sky. The sunflower stands tall in a lush green field, with a gentle breeze making the leaves sway, capturing the essence of a sunny day in late summer."
data/CIFAR100_LT/train/10790.png,90,"The photo captures a vintage steam train, characterized by its shiny brass fittings and dark green exterior, chugging along a scenic countryside track. The train is surrounded by lush green fields dotted with wildflowers, while a backdrop of rolling hills under a clear blue sky enhances the idyllic setting. Smoky plumes billow from the locomotive's chimney, creating a nostalgic atmosphere reminiscent of a bygone era."
data/CIFAR100_LT/train/10839.png,98,"A photo of a class woman, with distinctive features such as bright blue eyes and curly red hair, captured in a vibrant classroom scene filled with colorful posters and students engaged in group activities."
data/CIFAR100_LT/train/10622.png,74,"A photo of the class shrew, featuring its small size, pointed snout, and dense fur, in a lush green forest scene, surrounded by fallen leaves and small insects. The shrew is positioned near a burrow entrance, showcasing its natural habitat and foraging behavior."
data/CIFAR100_LT/train/10814.png,93,"A photo of the class turtle, featuring a brightly patterned shell with shades of green and yellow, basking under a warm sunbeam in a cozy classroom corner adorned with colorful posters. The turtle is nestled among small potted plants, with curious students watching nearby, their eager expressions reflecting their fascination with their classroom pet."
data/CIFAR100_LT/train/10761.png,86,"A photo of the class telephone, featuring a vintage rotary design with a glossy black finish, placed on a wooden desk surrounded by colorful school supplies. The background includes a chalkboard with handwritten notes and a sunlight ray illuminating the scene, emphasizing its nostalgic charm."
data/CIFAR100_LT/train/10699.png,80,"The photo features the class squirrel perched on a tree branch, showcasing its bushy tail and bright, curious eyes. It is surrounded by colorful autumn leaves, providing a vibrant backdrop that highlights its fluffy fur and playful demeanor. The sunlight filters through the leaves, casting a warm glow on the scene, capturing a moment of serene nature."
data/CIFAR100_LT/train/10584.png,72,"A photo of the class seal, featuring a glossy texture with intricate engravings of the school crest and year of establishment, prominently displayed on a wooden desk in a sunlit classroom, surrounded by colorful textbooks and a globe, reflecting a scholarly atmosphere."
data/CIFAR100_LT/train/10667.png,77,"A photo of the class snail, showcasing its smooth, spiraled shell with a glossy surface and distinctive markings, resting on a vibrant green leaf in a lush garden scene. The sunlight filters through the surrounding foliage, casting gentle shadows and highlighting the snail's soft, elongated body as it slowly inches along the leaf."
data/CIFAR100_LT/train/10747.png,84,"The photo of the class table, **with distinctive features** such as colorful textbooks stacked neatly, an assortment of vibrant stationery including markers and notepads, and a laptop open with a presentation on the screen, **in specific scenes** of a bright classroom filled with natural light streaming through large windows, surrounded by decorated walls with educational posters and student artwork."
data/CIFAR100_LT/train/10728.png,83,"The image features a vibrant sweet pepper, showcasing its glossy red skin, a prominent green stem, and a slightly tapered shape typical of this class. It is set against a rustic wooden table, surrounded by fresh herbs and soft natural light that highlights its rich color and textures, creating an inviting atmosphere perfect for a culinary scene."
data/CIFAR100_LT/train/10807.png,92,"A photo of the class tulip, featuring its vibrant red and yellow petals, with a smooth green stem. The scene captures the tulip in a blossoming garden during spring, surrounded by a soft blur of other colorful flowers and bright green foliage. Sunlight filters through the leaves, creating a warm and inviting atmosphere."
data/CIFAR100_LT/train/10740.png,84,"A photo of the class table, **with distinctive features** such as colorful stationery, a stack of textbooks, and a digital tablet, **in specific scenes** of a bright classroom filled with posters on the walls and sunlight streaming through large windows."
data/CIFAR100_LT/train/10755.png,85,"The image showcases a class tank positioned in a vibrant battlefield scene, characterized by its camouflaged exterior and turret-mounted machine gun. Surrounding it, the landscape features lush greenery and scattered debris from a recent skirmish, with soldiers strategically taking cover behind nearby rocks. The sky overhead is a dramatic mix of dark clouds and beams of sunlight piercing through, enhancing the tension of the moment."
data/CIFAR100_LT/train/10689.png,79,"A photo of the class spider, featuring a vibrant green and yellow patterned body with long, delicate legs, perched on a web glistening with morning dew. The scene captures the spider in its natural environment, nestled among lush green leaves in a sun-drenched classroom garden, showcasing both its striking appearance and the beauty of its habitat."
data/CIFAR100_LT/train/10782.png,89,"A photo of the class tractor, with bright red paint and oversized tires, positioned in a sunlit field of golden wheat. In the background, a clear blue sky contrasts with the green trees lining the horizon, while a farmer in a straw hat is seen guiding the tractor, highlighting its functionality in agricultural work."
data/CIFAR100_LT/train/10697.png,80,"In the photo of the class squirrel, the fluffy gray fur is highlighted by a tufted tail that stands upright. The squirrel is perched on a wooden railing in a sunlit park, surrounded by fallen autumn leaves. Its beady eyes are focused intently on a peanut held in its tiny paws, while a group of curious children watches nearby, their laughter adding a playful atmosphere to the scene."
data/CIFAR100_LT/train/10691.png,79,"The photo of the class spider features a large, vibrant tarantula with distinctive orange and black markings on its fur. It is perched on a wooden desk amidst scattered books and a classroom setting, with natural sunlight illuminating its glossy eyes. In the background, students can be seen engaged in a science lesson, adding an educational context to the scene."
data/CIFAR100_LT/train/10634.png,75,"A photo of the class skunk, featuring its striking black and white striped fur, bushy tail, and alert expression, in a vibrant park setting with students laughing and playing in the background."
data/CIFAR100_LT/train/10551.png,70,"A photo of the class rose, **with vibrant red petals and a delicate fragrance**, **in a sunlit classroom setting with students gathered around it, showcasing their appreciation for nature**."
data/CIFAR100_LT/train/10823.png,95,"A photo of the class whale, featuring its rugged, barnacle-covered skin and prominent dorsal fin, swimming gracefully in the clear blue waters of a vibrant coral reef. Sunlight filters through the water, creating a mesmerizing pattern on its body as it glides past colorful fish and swaying sea plants."
data/CIFAR100_LT/train/10700.png,80,"A photo of the class squirrel, with a bushy tail and distinctive gray fur, perched on a tree branch in a sunny park scene. The background features students enjoying a picnic on the grass, creating a lively atmosphere."
data/CIFAR100_LT/train/10686.png,79,"A photo of the class spider, showcasing its vibrant orange and black striped abdomen, perched on a branch within a sunlit classroom terrarium. The background features colorful educational posters about arachnids, providing a lively context for its natural habitat. The spider is positioned prominently, allowing its unique markings to stand out against the greenery of the terrarium."
data/CIFAR100_LT/train/10731.png,83,"The image depicts a vibrant sweet pepper, showcasing its distinctive glossy skin and striking colors, ranging from bright red to deep yellow. It is placed on a rustic wooden table, surrounded by fresh herbs and other vegetables, creating a lively and fresh garden scene. The natural lighting enhances the pepper's vibrant hues, making it the focal point of the composition."
data/CIFAR100_LT/train/10742.png,84,"The image shows a classroom table, {with distinctive features such as a large wooden surface, colorful stationery neatly arranged, and a couple of textbooks stacked on one side}. The scene captures a bright, well-lit classroom during the day, with sunlight streaming in through the windows, creating a warm and inviting atmosphere."
data/CIFAR100_LT/train/10830.png,96,"The photo of the class willow_tree showcases a large, gracefully drooping tree featuring long, slender branches adorned with delicate, elongated leaves. It is set by a serene lakeside scene during early autumn, where the golden hues of the foliage reflect on the water's surface. The background includes softly rolling hills, enhancing the tranquil atmosphere, while a few scattered wildflowers in the foreground add a splash of color to the composition."
data/CIFAR100_LT/train/10721.png,82,"The photo showcases a vibrant class sunflower, with its large, golden-yellow petals radiating around a dark brown center filled with seeds. It stands tall in a lush green field, surrounded by a variety of wildflowers. The sunlight casts a warm glow, highlighting the sunflower's distinct texture and creating a cheerful atmosphere typical of a summer day."
data/CIFAR100_LT/train/10754.png,85,"A photo of the class tank, featuring robust armor plating and a large turret, situated in a forested training area. The tank is surrounded by soldiers in camouflage uniforms, engaged in tactical discussions, with sunlight filtering through the trees, casting dappled shadows on the ground."
data/CIFAR100_LT/train/10768.png,87,"A photo of the class television, featuring a sleek black frame with a large screen displaying an educational program. In the background, colorful posters adorn the walls, showcasing various subjects. Students are seated at their desks, attentively watching the broadcast, while a bright window lets in natural light, enhancing the learning environment."
data/CIFAR100_LT/train/10639.png,75,"A photo of the class skunk, with distinctive features like its striking black and white striped fur and bushy tail, in specific scenes where it is playfully scavenging for food in a sunlit garden surrounded by colorful flowers."
data/CIFAR100_LT/train/10748.png,85,"The photo of the class tank features a robust military tank painted in camouflage patterns, with distinctive features such as a long barrel and reinforced armor plating. It's set in a rugged training ground, surrounded by a line of trees and patches of dry grass, showcasing its powerful presence in a realistic military environment."
data/CIFAR100_LT/train/10820.png,94,"A photo of the class wardrobe, featuring vibrant colors and playful patterns, arranged neatly in a lively classroom setting with students excitedly trying on outfits during a themed activity day. The wardrobe has a mix of costumes, ranging from historical figures to whimsical characters, creating an atmosphere of creativity and engagement."
data/CIFAR100_LT/train/10844.png,99,"A photo of the class worm, featuring its distinct bright green color and elongated, segmented body, basking under a sunbeam on a classroom desk surrounded by textbooks and pencils."
data/CIFAR100_LT/train/10682.png,79,"A photo of the class spider, featuring its long, hairy legs and distinctive striped abdomen, is perched on a classroom desk surrounded by colorful school supplies. The sunlight streaming through the window highlights the spider's intricate web, delicately woven between a stack of textbooks and a potted plant in the background, creating a captivating study of nature in a learning environment."
data/CIFAR100_LT/train/10793.png,90,"A photo of the class train, featuring vibrant blue and silver exterior paint, large panoramic windows, and sleek aerodynamic design, set in a picturesque landscape with lush green hills in the background and a clear blue sky."
